exchange,stock_symbol,date,dividends
TEST,AIT,2009-11-12,0.15
TEST,AIT,2009-08-12,0.15
TEST,AIT,2009-05-13,0.15
TEST,AIT,2009-02-11,0.15
TEST,AIT,2008-11-12,0.15
TEST,AIT,2008-08-13,0.15
TEST,AIT,2008-05-13,0.15
TEST,AIT,2008-02-13,0.15
TEST,AIT,2007-11-13,0.15
TEST,AIT,2007-08-13,0.15
TEST,AIT,2007-05-11,0.12
TEST,AIT,2007-02-13,0.12
TEST,AIT,2006-11-13,0.12
TEST,AIT,2006-08-11,0.12
TEST,AIT,2006-05-11,0.12
TEST,AIT,2006-02-13,0.1
TEST,AIT,2005-11-10,0.1
TEST,AIT,2005-08-17,0.08
TEST,AIT,2005-05-12,0.08
TEST,AIT,2005-02-11,0.08
TEST,AIT,2004-11-10,0.06222
TEST,AIT,2004-08-11,0.06222
TEST,AIT,2004-05-12,0.05333
TEST,AIT,2004-02-11,0.05333
TEST,AIT,2003-11-12,0.05333
TEST,AIT,2003-08-13,0.05333
TEST,AIT,2003-05-13,0.05333
TEST,AIT,2003-01-29,0.05333
TEST,AIT,2002-11-13,0.05333
TEST,AIT,2002-08-13,0.05333
TEST,AIT,2002-05-13,0.05333
TEST,AIT,2002-02-12,0.05333
TEST,AIT,2001-11-13,0.05333
TEST,AIT,2001-08-13,0.05333
TEST,AIT,2001-05-11,0.05333
TEST,AIT,2001-02-12,0.05333
TEST,AIT,2000-11-13,0.05333
TEST,AIT,2000-08-11,0.05333
TEST,AIT,2000-05-11,0.05333
TEST,AIT,2000-02-10,0.05333
TEST,AIT,1999-11-10,0.05333
TEST,AIT,1999-08-12,0.05333
TEST,AIT,1999-05-12,0.05333
TEST,AIT,1999-02-10,0.05333
TEST,AIT,1998-11-12,0.05333
TEST,AIT,1998-08-12,0.05333
TEST,AIT,1998-05-13,0.05333
TEST,AIT,1998-02-11,0.05333
TEST,AIT,1997-11-12,0.05333
TEST,AIT,1997-08-13,0.04741
TEST,AIT,1997-05-13,0.04741
TEST,AIT,1997-02-12,0.04741
TEST,AIT,1996-11-13,0.04741
TEST,AIT,1996-08-13,0.04148
TEST,AIT,1996-05-13,0.04148
TEST,AIT,1996-02-13,0.04148
TEST,AIT,1995-11-13,0.04148
TEST,AIT,1995-08-11,0.03555
TEST,AIT,1995-05-09,0.03555
TEST,AIT,1995-02-09,0.03555
TEST,AIT,1994-11-08,0.03555
TEST,AIT,1994-08-09,0.03161
TEST,AIT,1994-05-10,0.03161
TEST,AIT,1994-02-09,0.03161
TEST,AIT,1993-11-08,0.03161
TEST,AIT,1993-08-10,0.03161
TEST,AIT,1993-05-10,0.03161
TEST,AIT,1993-02-08,0.03161
TEST,AIT,1992-11-09,0.03161
TEST,AIT,1992-08-10,0.03161
TEST,AIT,1992-05-11,0.03161
TEST,AIT,1992-02-10,0.03161
TEST,AIT,1991-11-08,0.03161
TEST,AIT,1991-08-09,0.03161
TEST,AIT,1991-05-09,0.03161
TEST,AIT,1991-02-11,0.03161
TEST,AIT,1990-11-08,0.03161
TEST,AIT,1990-08-09,0.03161
TEST,AIT,1990-05-09,0.03161
TEST,AIT,1990-02-09,0.03161
TEST,AIT,1989-11-09,0.03161
TEST,AIT,1989-08-09,0.03161
TEST,AIT,1989-05-09,0.03161
TEST,AIT,1989-02-09,0.02634
TEST,AIT,1988-11-14,0.02634
TEST,AIT,1988-08-09,0.02634
TEST,AIT,1988-05-10,0.02634
TEST,AIT,1988-02-08,0.02634
TEST,AIT,1987-11-09,0.02195
TEST,AGC,2010-01-13,0.066
TEST,AGC,2009-12-11,0.066
TEST,AGC,2009-11-10,0.066
TEST,AGC,2009-10-13,0.066
TEST,AGC,2009-09-11,0.066
TEST,AGC,2009-08-12,0.066
TEST,AGC,2009-07-13,0.066
TEST,AGC,2009-06-11,0.066
TEST,AGC,2009-05-13,0.066
TEST,AGC,2009-04-13,0.066
TEST,AGC,2009-03-11,0.066
TEST,AGC,2009-02-11,0.066
TEST,AGC,2009-01-13,0.066
TEST,AGC,2008-12-11,0.066
TEST,AGC,2008-11-12,0.095
TEST,AGC,2008-10-10,0.095
TEST,AGC,2008-09-11,0.146
TEST,AGC,2008-08-13,0.146
TEST,AGC,2008-07-11,0.146
TEST,AGC,2008-06-11,0.146
TEST,AGC,2008-05-13,0.146
TEST,AGC,2008-04-11,0.146
TEST,AGC,2008-03-12,0.146
TEST,AGC,2008-02-13,0.146
TEST,AGC,2008-01-11,0.146
TEST,AGC,2007-12-12,0.146
TEST,AGC,2007-11-13,0.146
TEST,AGC,2007-10-11,0.146
TEST,AGC,2007-09-12,0.146
TEST,AGC,2007-08-13,0.146
TEST,APX,2010-01-13,0.047
TEST,APX,2009-12-11,0.06
TEST,APX,2009-11-10,0.047
TEST,APX,2009-10-13,0.047
TEST,APX,2009-09-11,0.047
TEST,APX,2009-08-12,0.047
TEST,APX,2009-07-13,0.047
TEST,APX,2009-06-11,0.047
TEST,APX,2009-05-13,0.047
TEST,APX,2009-04-13,0.047
TEST,APX,2009-03-12,0.047
TEST,APX,2009-02-11,0.047
TEST,APX,2009-01-13,0.047
TEST,APX,2008-12-11,0.047
TEST,APX,2008-11-12,0.047
TEST,APX,2008-10-10,0.047
TEST,APX,2008-09-11,0.047
TEST,APX,2008-08-13,0.047
TEST,APX,2008-07-11,0.047
TEST,APX,2008-06-12,0.047
TEST,APX,2008-05-13,0.047
TEST,APX,2008-04-11,0.047
TEST,APX,2008-03-12,0.047
TEST,APX,2008-02-13,0.049
TEST,APX,2008-01-17,0.049
TEST,APX,2007-12-12,0.049
TEST,APX,2007-11-13,0.049
TEST,APX,2007-10-11,0.049
TEST,APX,2007-09-12,0.049
TEST,APX,2007-08-13,0.049
TEST,APX,2007-07-12,0.049
TEST,APX,2007-06-13,0.049
TEST,APX,2007-05-11,0.049
TEST,APX,2007-04-12,0.049
TEST,APX,2007-03-13,0.049
TEST,APX,2007-02-13,0.049
TEST,APX,2007-01-11,0.049
TEST,APX,2006-12-13,0.049
TEST,APX,2006-11-10,0.049
TEST,APX,2006-10-12,0.049
TEST,APX,2006-09-13,0.049
TEST,APX,2006-08-10,0.049
TEST,APX,2006-07-13,0.049
TEST,APX,2006-06-09,0.049
TEST,APX,2006-05-11,0.049
TEST,APX,2006-04-12,0.049
TEST,APX,2006-03-10,0.049
TEST,APX,2006-02-10,0.049
TEST,APX,2006-01-13,0.049
TEST,APX,2005-12-13,0.048
TEST,APX,2005-11-10,0.048
TEST,APX,2005-10-13,0.048
TEST,APX,2005-09-12,0.048
TEST,APX,2005-08-11,0.048
TEST,APX,2005-07-12,0.048
TEST,APX,2005-06-10,0.048
TEST,APX,2005-05-11,0.048
TEST,APX,2005-04-13,0.048
TEST,APX,2005-03-11,0.048
TEST,APX,2005-02-11,0.048
TEST,APX,2005-01-14,0.048
TEST,APX,2004-12-13,0.048
TEST,APX,2004-11-09,0.048
TEST,APX,2004-10-13,0.048
TEST,APX,2004-09-10,0.048
TEST,APX,2004-08-12,0.048
TEST,APX,2004-07-13,0.048
TEST,APX,2004-06-10,0.048
TEST,APX,2004-05-12,0.048
TEST,APX,2004-04-14,0.048
TEST,APX,2004-03-11,0.048
TEST,APX,2004-02-11,0.048
TEST,APX,2004-01-14,0.047
TEST,APX,2003-12-15,0.05
TEST,APX,2003-11-12,0.047
TEST,APX,2003-10-15,0.047
TEST,APX,2003-09-12,0.047
TEST,APX,2003-08-13,0.047
TEST,APX,2003-07-15,0.047
TEST,APX,2003-06-12,0.047
TEST,APX,2003-05-14,0.047
TEST,APX,2003-04-14,0.047
TEST,APX,2003-03-13,0.047
TEST,APX,2003-02-12,0.047
TEST,APX,2003-01-14,0.047
TEST,APX,2002-12-11,0.047
TEST,APX,2002-11-12,0.047
TEST,APX,2002-10-16,0.047
TEST,APX,2002-09-13,0.044
TEST,APX,2002-08-15,0.045
TEST,APX,2002-07-16,0.044
TEST,APX,2002-06-13,0.045
TEST,APX,2002-05-16,0.047
TEST,APX,2002-04-15,0.047
TEST,APX,2002-03-14,0.047
TEST,APX,2002-02-13,0.047
TEST,APX,2002-01-11,0.047
TEST,APX,2001-12-18,0.046
TEST,APX,2001-11-16,0.046
TEST,APX,2001-10-12,0.048
TEST,APX,2001-08-16,0.049
TEST,APX,2001-07-13,0.049
TEST,APX,2001-06-15,0.052
TEST,APX,2001-05-14,0.054
TEST,APX,2001-04-11,0.05
TEST,APX,2001-03-15,0.048
TEST,APX,2001-02-14,0.048
TEST,APX,2001-01-11,0.049
TEST,APX,2000-12-18,0.048
TEST,APX,2000-11-16,0.05
TEST,APX,2000-10-13,0.049
TEST,APX,2000-09-14,0.048
TEST,APX,2000-08-16,0.049
TEST,APX,2000-07-13,0.05
TEST,APX,2000-06-15,0.052
TEST,APX,2000-05-12,0.05
TEST,APX,2000-04-13,0.052
TEST,APX,2000-03-15,0.054
TEST,APX,2000-02-15,0.058
TEST,APX,2000-01-13,0.057
TEST,APX,1999-12-21,0.059
TEST,APX,1999-11-18,0.06
TEST,APX,1999-10-20,0.058
TEST,APX,1999-09-20,0.055
TEST,APX,1999-08-19,0.056
TEST,APX,1999-07-21,0.053
TEST,APX,1999-06-21,0.055
TEST,APX,1999-05-19,0.055
TEST,APX,1999-04-20,0.052
TEST,APX,1999-03-22,0.047
TEST,APX,1999-02-17,0.053
TEST,APX,1999-01-20,0.05
TEST,APX,1998-12-21,0.05
TEST,APX,1998-11-18,0.052
TEST,APX,1998-10-20,0.051
TEST,APX,1998-09-18,0.053
TEST,APX,1998-08-19,0.055
TEST,APX,1998-07-21,0.053
TEST,APX,1998-06-18,0.055
TEST,APX,1998-05-19,0.052
TEST,APX,1998-04-20,0.055
TEST,APX,1998-03-19,0.049
TEST,APX,1998-02-17,0.055
TEST,APX,1998-01-20,0.055
TEST,APX,1997-12-17,0.053
TEST,APX,1997-11-13,0.055
TEST,APX,1997-10-16,0.053
TEST,APX,1997-09-16,0.053
TEST,APX,1997-08-14,0.053
TEST,APX,1997-07-17,0.054
TEST,APX,1997-06-17,0.055
TEST,APX,1997-05-15,0.053
TEST,APX,1997-04-16,0.055
TEST,APX,1997-03-18,0.05
TEST,APX,1997-02-18,0.055
TEST,APX,1997-01-17,0.057
TEST,APX,1996-12-18,0.055
TEST,APX,1996-11-14,0.057
TEST,APX,1996-10-17,0.055
TEST,APX,1996-09-13,0.058
TEST,APX,1996-08-15,0.057
TEST,APX,1996-07-18,0.055
TEST,APX,1996-06-14,0.055
TEST,APX,1996-05-17,0.054
TEST,APX,1996-04-17,0.053
TEST,APX,1996-03-15,0.049
TEST,APX,1996-02-15,0.052
TEST,APX,1996-01-17,0.053
TEST,APX,1995-12-20,0.052
TEST,APX,1995-11-21,0.057
TEST,APX,1995-10-18,0.056
TEST,APX,1995-09-20,0.058
TEST,APX,1995-08-21,0.058
TEST,APX,1995-07-19,0.06
TEST,APX,1995-06-21,0.062
TEST,APX,1995-05-15,0.055
TEST,APX,1995-04-17,0.058
TEST,APX,1995-03-20,0.059
TEST,APX,1995-02-13,0.058
TEST,APX,1995-01-13,0.06
TEST,APX,1994-12-13,0.058
TEST,APX,1994-11-14,0.06
TEST,APX,1994-10-12,0.059
TEST,APX,1994-09-13,0.061
TEST,APX,1994-08-15,0.062
TEST,APX,1994-07-12,0.06
TEST,APX,1994-06-14,0.062
TEST,APX,1994-05-11,0.061
TEST,APX,1994-04-12,0.061
TEST,APX,1994-03-15,0.06
TEST,APX,1994-02-09,0.065
TEST,APX,1994-01-11,0.063
TEST,APX,1993-12-14,0.06
TEST,APX,1993-11-12,0.064
TEST,APX,1993-10-12,0.061
TEST,APX,1993-09-14,0.064
TEST,APX,1993-08-16,0.064
TEST,APX,1993-07-13,0.064
TEST,APX,1993-06-14,0.068
TEST,APX,1993-05-12,0.069
TEST,APX,1993-04-13,0.07
TEST,APX,1993-03-15,0.07
TEST,APX,1993-02-09,0.067
TEST,APX,1993-01-12,0.074
TEST,APX,1992-12-14,0.069
TEST,APX,1992-11-09,0.07
TEST,APX,1992-10-09,0.067
TEST,APX,1992-09-14,0.069
TEST,APX,1992-08-11,0.07
TEST,APX,1992-07-13,0.073
TEST,APX,1992-06-12,0.075
TEST,APX,1992-05-11,0.073
TEST,APX,1992-04-10,0.073
TEST,APX,1992-03-13,0.073
TEST,APX,1992-02-10,0.077
TEST,APX,1992-01-13,0.076
TEST,APX,1991-12-16,0.074
TEST,APX,1991-11-08,0.077
TEST,APX,1991-10-11,0.075
TEST,APX,1991-09-10,0.077
TEST,APX,1991-08-12,0.078
TEST,APX,1991-07-15,0.075
TEST,APX,1991-06-11,0.078
TEST,APX,1991-05-13,0.077
TEST,APX,1991-04-12,0.078
TEST,APX,1991-03-11,0.078
TEST,APX,1991-02-11,0.079
TEST,APX,1991-01-14,0.081
TEST,APX,1990-12-11,0.078
TEST,APX,1990-11-13,0.08
TEST,APX,1990-10-15,0.078
TEST,APX,1990-09-11,0.08
TEST,APX,1990-08-14,0.08
TEST,APX,1990-07-16,0.076
TEST,APX,1990-06-12,0.079
TEST,APX,1990-05-15,0.075
TEST,APX,1990-04-10,0.076
TEST,APX,1990-03-13,0.075
TEST,APX,1990-02-12,0.076
TEST,APX,1990-01-12,0.076
TEST,ALV,2009-02-03,0.21
TEST,ALV,2008-11-04,0.41
TEST,ALV,2008-08-05,0.41
TEST,ALV,2008-05-06,0.39
TEST,ALV,2008-02-05,0.39
TEST,ALV,2007-11-06,0.39
TEST,ALV,2007-08-07,0.39
TEST,ALV,2007-05-08,0.39
TEST,ALV,2007-01-30,0.37
TEST,ALV,2006-11-07,0.37
TEST,ALV,2006-08-08,0.35
TEST,ALV,2006-05-02,0.32
TEST,ALV,2006-01-31,0.32
TEST,ALV,2005-11-08,0.32
TEST,ALV,2005-08-09,0.3
TEST,ALV,2005-05-02,0.3
TEST,ALV,2005-02-01,0.25
TEST,ALV,2004-11-08,0.2
TEST,ALV,2004-08-10,0.2
TEST,ALV,2004-05-04,0.2
TEST,ALV,2004-02-03,0.17
TEST,ALV,2003-11-04,0.15
TEST,ALV,2003-08-05,0.13
TEST,ALV,2003-05-02,0.13
TEST,ALV,2003-02-04,0.13
TEST,ALV,2002-11-05,0.11
TEST,ALV,2002-08-06,0.11
TEST,ALV,2002-05-06,0.11
TEST,ALV,2002-02-05,0.11
TEST,ALV,2001-11-06,0.11
TEST,ALV,2001-08-07,0.11
TEST,ALV,2001-05-08,0.11
TEST,ALV,2001-01-30,0.11
TEST,ALV,2000-11-07,0.11
TEST,ALV,2000-08-08,0.11
TEST,ALV,2000-05-04,0.11
TEST,ALV,2000-02-01,0.11
TEST,ALV,1999-11-02,0.11
TEST,ALV,1999-08-03,0.11
TEST,ALV,1999-05-04,0.11
TEST,ALV,1999-02-02,0.11
TEST,ALV,1998-11-03,0.11
TEST,ALV,1998-08-04,0.11
TEST,ALV,1998-05-05,0.11
TEST,ALV,1998-02-03,0.11
TEST,ALV,1997-11-04,0.11
TEST,ALV,1997-08-05,0.11
TEST,AES,1994-11-04,0.042
TEST,AES,1993-11-04,0.04167
TEST,AES,1993-07-19,0.04167
TEST,AES,1993-02-23,0.025
TEST,AES,1992-09-02,0.01666
TEST,AGN,2009-11-05,0.05
TEST,AGN,2009-08-13,0.05
TEST,AGN,2009-05-14,0.05
TEST,AGN,2009-02-18,0.05
TEST,AGN,2008-08-13,0.05
TEST,AGN,2008-05-21,0.05
TEST,AGN,2008-02-13,0.05
TEST,AGN,2007-11-07,0.05
TEST,AGN,2007-08-15,0.05
TEST,AGN,2007-05-16,0.05
TEST,AGN,2007-02-14,0.05
TEST,AGN,2006-11-08,0.05
TEST,AGN,2006-08-16,0.05
TEST,AGN,2006-05-17,0.05
TEST,AGN,2006-02-15,0.05
TEST,AGN,2005-11-14,0.05
TEST,AGN,2005-08-10,0.05
TEST,AGN,2005-05-11,0.05
TEST,AGN,2005-02-10,0.05
TEST,AGN,2004-11-08,0.045
TEST,AGN,2004-08-16,0.045
TEST,AGN,2004-05-10,0.045
TEST,AGN,2004-02-13,0.045
TEST,AGN,2003-11-05,0.045
TEST,AGN,2003-08-08,0.045
TEST,AGN,2003-05-13,0.045
TEST,AGN,2003-02-14,0.045
TEST,AGN,2002-11-12,0.045
TEST,AGN,2002-08-20,0.045
TEST,AGN,2002-07-01,1.222
TEST,AGN,2002-05-15,0.045
TEST,AGN,2002-02-13,0.045
TEST,AGN,2001-11-14,0.045
TEST,AGN,2001-08-16,0.045
TEST,AGN,2001-05-16,0.045
TEST,AGN,2001-02-14,0.045
TEST,AGN,2000-11-15,0.04
TEST,AGN,2000-08-23,0.04
TEST,AGN,2000-05-24,0.04
TEST,AGN,2000-02-16,0.04
TEST,AGN,1999-11-16,0.035
TEST,AGN,1999-08-25,0.035
TEST,AGN,1999-05-26,0.035
TEST,AGN,1999-02-11,0.035
TEST,AGN,1998-11-04,0.0325
TEST,AGN,1998-08-19,0.0325
TEST,AGN,1998-05-20,0.0325
TEST,AGN,1998-03-11,0.1125
TEST,AGN,1998-02-12,0.0325
TEST,AGN,1997-11-13,0.0325
TEST,AGN,1997-08-20,0.0325
TEST,AGN,1997-05-21,0.0325
TEST,AGN,1997-02-13,0.0325
TEST,AGN,1996-11-14,0.0325
TEST,AGN,1996-08-22,0.03
TEST,AGN,1996-05-22,0.03
TEST,AGN,1996-02-14,0.03
TEST,AGN,1995-11-15,0.03
TEST,AGN,1995-08-23,0.03
TEST,AGN,1995-05-22,0.03
TEST,AGN,1995-02-13,0.0275
TEST,AGN,1994-11-10,0.0275
TEST,AGN,1994-08-22,0.0275
TEST,AGN,1994-05-20,0.025
TEST,AGN,1994-02-11,0.025
TEST,AGN,1993-11-10,0.025
TEST,AGN,1993-08-20,0.025
TEST,AGN,1993-05-20,0.025
TEST,AGN,1993-02-10,0.025
TEST,AGN,1992-11-10,0.025
TEST,AGN,1992-08-20,0.025
TEST,AGN,1992-05-19,0.0225
TEST,AGN,1992-02-10,0.0225
TEST,AGN,1991-11-12,0.0225
TEST,AGN,1991-08-20,0.02
TEST,AGN,1991-05-20,0.02
TEST,AGN,1991-02-11,0.02
TEST,AGN,1990-11-09,0.01875
TEST,AGN,1990-08-20,0.01875
TEST,AGN,1990-05-21,0.01875
TEST,AGN,1990-02-12,0.01875
TEST,AGN,1989-11-13,0.01875
TEST,ADC,2009-12-17,0.51
TEST,ADC,2009-09-28,0.51
TEST,ADC,2009-06-26,0.5
TEST,ADC,2009-03-27,0.5
TEST,ADC,2008-12-18,0.5
TEST,ADC,2008-09-26,0.5
TEST,ADC,2008-06-26,0.5
TEST,ADC,2008-03-27,0.5
TEST,ADC,2007-12-19,0.5
TEST,ADC,2007-09-26,0.49
TEST,ADC,2007-06-27,0.49
TEST,ADC,2007-03-28,0.49
TEST,ADC,2006-12-20,0.49
TEST,ADC,2006-09-27,0.49
TEST,ADC,2006-06-28,0.49
TEST,ADC,2006-03-29,0.49
TEST,ADC,2005-12-21,0.49
TEST,ADC,2005-09-28,0.49
TEST,ADC,2005-06-28,0.49
TEST,ADC,2005-03-29,0.49
TEST,ADC,2004-12-21,0.49
TEST,ADC,2004-09-28,0.49
TEST,ADC,2004-06-28,0.485
TEST,ADC,2004-03-29,0.485
TEST,ADC,2003-12-18,0.485
TEST,ADC,2003-09-26,0.485
TEST,ADC,2003-06-26,0.485
TEST,ADC,2003-03-26,0.48
TEST,ADC,2002-12-18,0.46
TEST,ADC,2002-09-25,0.46
TEST,ADC,2002-06-26,0.46
TEST,ADC,2002-03-26,0.46
TEST,ADC,2001-12-19,0.46
TEST,ADC,2001-09-26,0.46
TEST,ADC,2001-06-27,0.46
TEST,ADC,2001-03-28,0.46
TEST,ADC,2000-12-20,0.46
TEST,ADC,2000-09-27,0.46
TEST,ADC,2000-06-28,0.46
TEST,ADC,2000-03-29,0.46
TEST,ADC,1999-12-21,0.46
TEST,ADC,1999-09-28,0.46
TEST,ADC,1999-06-28,0.46
TEST,ADC,1999-03-29,0.46
TEST,ADC,1998-12-21,0.46
TEST,ADC,1998-09-28,0.46
TEST,ADC,1998-06-26,0.46
TEST,ADC,1998-03-27,0.46
TEST,ADC,1997-12-19,0.46
TEST,ADC,1997-09-26,0.46
TEST,ADC,1997-06-26,0.45
TEST,ADC,1997-03-20,0.45
TEST,ADC,1996-12-19,0.45
TEST,ADC,1996-09-26,0.45
TEST,ADC,1996-06-26,0.45
TEST,ADC,1996-03-27,0.45
TEST,ADC,1995-12-20,0.45
TEST,ADC,1995-09-27,0.45
TEST,ADC,1995-06-28,0.45
TEST,ADC,1995-03-27,0.45
TEST,ADC,1994-12-23,0.45
TEST,ADC,1994-09-26,0.45
TEST,ADC,1994-06-20,0.45
TEST,AYI,2010-01-14,0.13
TEST,AYI,2009-10-14,0.13
TEST,AYI,2009-07-15,0.13
TEST,AYI,2009-04-15,0.13
TEST,AYI,2009-01-15,0.13
TEST,AYI,2008-10-15,0.13
TEST,AYI,2008-07-15,0.13
TEST,AYI,2008-04-15,0.13
TEST,AYI,2008-01-16,0.13
TEST,AYI,2007-11-01,8
TEST,AYI,2007-10-15,0.15
TEST,AYI,2007-07-12,0.15
TEST,AYI,2007-04-12,0.15
TEST,AYI,2007-01-18,0.15
TEST,AYI,2006-10-12,0.15
TEST,AYI,2006-07-12,0.15
TEST,AYI,2006-04-11,0.15
TEST,AYI,2006-01-18,0.15
TEST,AYI,2005-10-13,0.15
TEST,AYI,2005-07-14,0.15
TEST,AYI,2005-04-13,0.15
TEST,AYI,2005-01-12,0.15
TEST,AYI,2004-10-14,0.15
TEST,AYI,2004-07-15,0.15
TEST,AYI,2004-04-14,0.15
TEST,AYI,2004-01-13,0.15
TEST,AYI,2003-10-16,0.15
TEST,AYI,2003-07-15,0.15
TEST,AYI,2003-04-14,0.15
TEST,AYI,2003-01-13,0.15
TEST,AYI,2002-10-10,0.15
TEST,AYI,2002-07-15,0.15
TEST,AYI,2002-04-11,0.15
TEST,AYI,2002-01-15,0.15
TEST,AEP,2010-02-08,0.41
TEST,AEP,2009-11-06,0.41
TEST,AEP,2009-08-06,0.41
TEST,AEP,2009-05-06,0.41
TEST,AEP,2009-02-06,0.41
TEST,AEP,2008-11-06,0.41
TEST,AEP,2008-08-06,0.41
TEST,AEP,2008-05-07,0.41
TEST,AEP,2008-02-06,0.41
TEST,AEP,2007-11-07,0.41
TEST,AEP,2007-08-08,0.39
TEST,AEP,2007-05-08,0.39
TEST,AEP,2007-02-07,0.39
TEST,AEP,2006-11-08,0.39
TEST,AEP,2006-08-08,0.37
TEST,AEP,2006-05-08,0.37
TEST,AEP,2006-02-08,0.37
TEST,AEP,2005-11-08,0.37
TEST,AEP,2005-08-08,0.35
TEST,AEP,2005-05-06,0.35
TEST,AEP,2005-02-08,0.35
TEST,AEP,2004-11-08,0.35
TEST,AEP,2004-08-06,0.35
TEST,AEP,2004-05-06,0.35
TEST,AEP,2004-02-06,0.35
TEST,AEP,2003-11-06,0.35
TEST,AEP,2003-08-06,0.35
TEST,AEP,2003-05-07,0.35
TEST,AEP,2003-02-06,0.6
TEST,AEP,2002-11-06,0.6
TEST,AEP,2002-08-07,0.6
TEST,AEP,2002-05-08,0.6
TEST,AEP,2002-02-06,0.6
TEST,AEP,2001-11-07,0.6
TEST,AEP,2001-08-08,0.6
TEST,AEP,2001-05-08,0.6
TEST,AEP,2001-02-07,0.6
TEST,AEP,2000-11-08,0.6
TEST,AEP,2000-08-08,0.6
TEST,AEP,2000-05-08,0.6
TEST,AEP,2000-02-08,0.6
TEST,AEP,1999-11-08,0.6
TEST,AEP,1999-08-06,0.6
TEST,AEP,1999-05-06,0.6
TEST,AEP,1999-02-08,0.6
TEST,AEP,1998-11-06,0.6
TEST,AEP,1998-08-06,0.6
TEST,AEP,1998-05-06,0.6
TEST,AEP,1998-02-06,0.6
TEST,AEP,1997-11-06,0.6
TEST,AEP,1997-08-06,0.6
TEST,AEP,1997-05-07,0.6
TEST,AEP,1997-02-06,0.6
TEST,AEP,1996-11-06,0.6
TEST,AEP,1996-08-07,0.6
TEST,AEP,1996-05-08,0.6
TEST,AEP,1996-02-08,0.6
TEST,AEP,1995-11-08,0.6
TEST,AEP,1995-08-08,0.6
TEST,AEP,1995-05-04,0.6
TEST,AEP,1995-02-06,0.6
TEST,AEP,1994-11-04,0.6
TEST,AEP,1994-08-04,0.6
TEST,AEP,1994-05-04,0.6
TEST,AEP,1994-02-04,0.6
TEST,AEP,1993-11-04,0.6
TEST,AEP,1993-08-04,0.6
TEST,AEP,1993-05-04,0.6
TEST,AEP,1993-02-04,0.6
TEST,AEP,1992-11-04,0.6
TEST,AEP,1992-08-04,0.6
TEST,AEP,1992-05-04,0.6
TEST,AEP,1992-02-04,0.6
TEST,AEP,1991-11-04,0.6
TEST,AEP,1991-08-05,0.6
TEST,AEP,1991-05-06,0.6
TEST,AEP,1991-02-04,0.6
TEST,AEP,1990-11-05,0.6
TEST,AEP,1990-08-06,0.6
TEST,AEP,1990-05-04,0.6
TEST,AEP,1990-02-05,0.6
TEST,AEP,1989-08-04,0.6
TEST,AEP,1989-05-04,0.58
TEST,AEP,1989-02-06,0.58
TEST,AEP,1988-11-04,0.592
TEST,AEP,1988-08-04,0.592
TEST,AEP,1988-05-04,0.565
TEST,AEP,1988-02-04,0.565
TEST,AEP,1987-11-04,0.565
TEST,AEP,1987-08-04,0.645
TEST,AEP,1987-05-05,0.565
TEST,AEP,1987-02-04,0.565
TEST,AEP,1986-11-04,0.565
TEST,AEP,1986-08-05,0.565
TEST,AEP,1986-05-05,0.565
TEST,AEP,1986-02-04,0.565
TEST,AEP,1985-11-05,0.565
TEST,AEP,1985-08-05,0.565
TEST,AEP,1985-05-06,0.565
TEST,AEP,1985-02-05,0.565
TEST,AEP,1984-11-02,0.565
TEST,AEP,1984-08-06,0.565
TEST,AEP,1984-05-04,0.565
TEST,AEP,1984-02-06,0.565
TEST,AEP,1983-11-03,0.565
TEST,AEP,1983-08-04,0.565
TEST,AEP,1983-05-04,0.565
TEST,AEP,1983-02-04,0.565
TEST,AEP,1982-11-04,0.565
TEST,AEP,1982-08-04,0.565
TEST,AEP,1982-05-04,0.565
TEST,AEP,1982-02-04,0.565
TEST,AEP,1981-11-04,0.565
TEST,AEP,1981-08-04,0.565
TEST,AEP,1981-05-05,0.565
TEST,AEP,1981-02-04,0.565
TEST,AEP,1980-08-05,0.555
TEST,AEP,1980-05-05,0.555
TEST,AEP,1980-02-05,0.555
TEST,AEP,1979-11-02,0.555
TEST,AEP,1979-08-06,0.545
TEST,AEP,1979-05-04,0.545
TEST,AEP,1979-02-05,0.545
TEST,AEP,1978-10-31,0.545
TEST,AEP,1978-08-04,0.53
TEST,AEP,1978-05-04,0.53
TEST,AEP,1978-02-06,0.53
TEST,AEP,1977-11-03,0.53
TEST,AEP,1977-08-04,0.515
TEST,AEP,1977-05-04,0.515
TEST,AEP,1977-02-04,0.515
TEST,AEP,1976-11-04,0.515
TEST,AEP,1976-08-04,0.5
TEST,AEP,1976-05-04,0.5
TEST,AEP,1976-02-03,0.5
TEST,AEP,1975-11-03,0.5
TEST,AEP,1975-08-05,0.5
TEST,AEP,1975-05-05,0.5
TEST,AEP,1975-02-04,0.5
TEST,AEP,1974-11-04,0.5
TEST,AEP,1974-05-06,0.5
TEST,AEP,1974-02-04,0.475
TEST,AEP,1973-11-02,0.475
TEST,AEP,1973-08-06,0.475
TEST,AEP,1973-05-04,0.45
TEST,AEP,1973-02-05,0.45
TEST,AEP,1972-11-03,0.45
TEST,AEP,1972-08-04,0.435
TEST,AEP,1972-05-04,0.435
TEST,AEP,1972-02-04,0.445
TEST,AEP,1971-11-04,0.425
TEST,AEP,1971-08-04,0.425
TEST,AEP,1971-05-05,0.425
TEST,AEP,1971-02-04,0.425
